text,label,app,app_name,rating
stupid flow to login,0,com.Slack,Slack,1
i enjoy using this app,1,com.UCMobile.intl,UC Browser,3
"why does this app require usage access? i have been using this for a while and all of a sudden, the new update requires usage access without giving a reason. not cool. please fix.",0,cc.forestapp,Forest,1
floating head in all apps,1,com.bitstrips.imoji,Bitmoji,3
it won't let me install!!!!,0,cc.forestapp,Forest,1
i'm not able to change the outfit,1,com.bitstrips.imoji,Bitmoji,3
it's pretty good but sometimes won't show that you imported a photo but it says you did,2,com.adobe.lrmobile,Adobe Lightroom,4
i have to adjust the screen every time i flip a <url> and when i scroll down it will no longer let me turn the page. always force closes on me,0,com.adobe.reader,Adobe Acrobat Reader,1
it's the worst!!,0,com.bbm,BBM,1
very ugly and difficult to use platform. i do not suggest it. very bad,0,com.Slack,Slack,1
the only pdf app with free unlimited online cloud storage. the only drawback is it doesn't work linux os,2,com.adobe.reader,Adobe Acrobat Reader,4
"""unfortunately, accessibility has stopped."" error",2,cc.forestapp,Forest,4
handy for those who use slack.,2,com.Slack,Slack,4
"simple, effective informative. exactly. what i need.",2,com.aws.android,AccuWeather,4
must new updates ; plant becomes ugly when published something,1,cc.forestapp,Forest,3
did weatherbug home get removed?,1,com.aws.android,AccuWeather,3
too much ads i dont want uc news stop showing me ads to download uc news,0,com.UCMobile.intl,UC Browser,1
"good app, but the logo change is way too jarring",1,com.Slack,Slack,3
best app in market. but experience problem of force close,1,com.adobe.reader,Adobe Acrobat Reader,3
"nothing wrong, but is it better than google?",1,com.adobe.lrmobile,Adobe Lightroom,3
"cool <url> fast response; easily send and receive <url> simply put, it's superb!!",2,com.bbm,BBM,4
"for me this was an worst app ever, bcz in this app too much advertisement all time",0,com.UCMobile.intl,UC Browser,1
can't focus either,1,cc.forestapp,Forest,3
please add more tree species,2,cc.forestapp,Forest,4
nice <url> reduce adv,1,com.bbm,BBM,3
worst weather app ever,0,com.aws.android,AccuWeather,1
tablet version is horrible,0,com.booking,Booking.com,1
good app but would like full res,2,com.adobe.lrmobile,Adobe Lightroom,4
impossible to find camera feature,0,com.adobe.lrmobile,Adobe Lightroom,1
nice app to <url> but please add screen stickers for hike also like what's <url> then <number> stars,1,com.bitstrips.imoji,Bitmoji,3
didn't make my reservation,0,com.booking,Booking.com,1
ever heard of material design?,1,com.booking,Booking.com,3
unable to download from play store as download is pending since yesterday i tried other apps no problem to download but slack i click on install just stay in download pending,0,com.Slack,Slack,1
the forecast doesn't seem to be as accurate as weather underground.,1,com.aws.android,AccuWeather,3
useful and stable application <signature>,2,com.adobe.reader,Adobe Acrobat Reader,4
can be a bit complicated and in your face but it does a good job and is well supported by venues.,2,com.booking,Booking.com,4
a simple way to manage a team,2,com.Slack,Slack,4
can't get the camera to work,0,com.adobe.lrmobile,Adobe Lightroom,1
seems to be generally accurate. app is fairly easy to use. local weather stations seems to vary a lot from actual conditions.,2,com.aws.android,AccuWeather,4
need stretch tool and some more cool tools for editing with full resolution pic saving option,2,com.adobe.lrmobile,Adobe Lightroom,4
<number> of d <signature>,2,com.adobe.lrmobile,Adobe Lightroom,4
not as good as it was,0,com.bitstrips.imoji,Bitmoji,1
please fix!! then <number> stars,0,com.aws.android,AccuWeather,1
"exactly what i needed. if it could do copy text from scanned image, i will give it <number> star",2,com.adobe.reader,Adobe Acrobat Reader,4
please add remind me option,1,com.Slack,Slack,3
"app is great but voice calling is horrible, please fix a",2,com.bbm,BBM,4
very quickly booking done,2,com.booking,Booking.com,4
"nice app but a bit of bugs, but its tolerable.",1,com.bitstrips.imoji,Bitmoji,3
this app is a bad app when i try to download something a ads pop out that's why immad pls remove the ads i did not enjoy <url>,0,com.UCMobile.intl,UC Browser,1
how do u delete a file otherwise good,1,com.adobe.reader,Adobe Acrobat Reader,3
it's not get downloading_|_,0,com.adobe.lrmobile,Adobe Lightroom,1
i cannot skip ads in <url> why?,1,com.UCMobile.intl,UC Browser,3
"sir, its not working at all. i tried so many times but the problem is occurring again and again. the problem is when i open the app it shows a message that the app has stopped working. hope u find the solution",0,cc.forestapp,Forest,1
more effort to be done?,2,cc.forestapp,Forest,4
does not let me go on the it,0,com.bitstrips.imoji,Bitmoji,1
draining your battery life,0,com.bbm,BBM,1
to good to be true,2,com.bbm,BBM,4
this is a fantastic <url> the glitch with trees disappearing has been fixed. <url> you the new trees are so beautiful. <url> <signature>,2,cc.forestapp,Forest,4
charged my card before my stay,0,com.booking,Booking.com,1
nothing i want from this app,0,com.adobe.lrmobile,Adobe Lightroom,1
new to this app and wish i could find specific images easier but very happy to save favorites.,2,com.bitstrips.imoji,Bitmoji,4
this app is good app,1,com.UCMobile.intl,UC Browser,3
internet connection problem when it actually does work. terrible app.,0,com.booking,Booking.com,1
great app w new changes,0,com.bbm,BBM,1
greatly helpful. i like it,2,com.adobe.reader,Adobe Acrobat Reader,4
they cancelled my reservation without <url>,0,com.booking,Booking.com,1
"not sure about other thing,but about downloading the app is awesome.",2,com.UCMobile.intl,UC Browser,4
"the app keeps asking me to rate it despite me constantly telling it ""no"" so i'm rating it <number> star out of spite and partially because they don't actually follow the choices they give you.",0,com.bbm,BBM,1
change with new criterias,1,com.UCMobile.intl,UC Browser,3
what did i download?,0,com.adobe.lrmobile,Adobe Lightroom,1
since the update <url>,0,com.aws.android,AccuWeather,1
moved to android app from bb,2,com.bbm,BBM,4
"i enjoy it, but i wish it had a longer time and that the forest was overall or weekly instead of day by day. day by day makes a really small forest, and a empty one. the price of each tree is a little high, i'd lower it to <number> instead of <number> . it tooks me like <number> weeks to ssve up to <number> . overall a interesting cute game.",2,cc.forestapp,Forest,4
used to be great app,0,com.bitstrips.imoji,Bitmoji,1
i like the app but wished it had more cute clothing options. professional wear and black tie wear.,2,com.bitstrips.imoji,Bitmoji,4
won't let me end chat,0,com.bbm,BBM,1
cannot login w/ google account,0,com.booking,Booking.com,1
all the information that you will need in one small application.,2,com.aws.android,AccuWeather,4
still one of the <signature>,2,com.bbm,BBM,4
just went down <url>,0,com.aws.android,AccuWeather,1
don't know what happened to <url>,0,com.aws.android,AccuWeather,1
really? should i have to scroll through pages one by one to get to the page i was previous reading? is implementing bookmark function that hard??,0,com.adobe.reader,Adobe Acrobat Reader,1
pretty useful but i don't like bring forced scroll up if i happen to miss a bunch of messages i don't need to read.,2,com.Slack,Slack,4
useless boring it's of no use now days just like mxit,0,com.bbm,BBM,1
the app can be minimized without affecting the tree make sure tree also dies when the app is minimized,1,cc.forestapp,Forest,3
"easy to use, but if i plant a tree to grow and then leave the app it doesn't die. don't know if that's a bug in the app, but knowibg it won't die once i exit the app gives me no reason to stay focused",2,cc.forestapp,Forest,4
ya good not like others,2,com.adobe.reader,Adobe Acrobat Reader,4
the only app that makes my phone freeze up at least <number> out of <number> times.,0,com.aws.android,AccuWeather,1
"nice when it works. for me it crashes a few times a month, but still useful.",2,com.aws.android,AccuWeather,4
good app. need to add some vintage looks.,2,com.bitstrips.imoji,Bitmoji,4
radar is a little laggy but other than that thumbs up,1,com.aws.android,AccuWeather,3
very <url> force close,0,com.bbm,BBM,1
looks good so far,2,com.adobe.lrmobile,Adobe Lightroom,4
better and more accurate then most other weather apps.,2,com.aws.android,AccuWeather,4
nice but ad problem and automatically ucmini download very poor.,2,com.UCMobile.intl,UC Browser,4
what's with all the new permissions?,0,com.bitstrips.imoji,Bitmoji,1
"no ""go to page"" feature? really?",1,com.adobe.reader,Adobe Acrobat Reader,3
"""browsing with no ads"" but ads come from browser x(",0,com.UCMobile.intl,UC Browser,1
one of the most useful application.,1,com.UCMobile.intl,UC Browser,3
it hanged my phone,0,com.bbm,BBM,1
"clean , easy to use , effictive",2,cc.forestapp,Forest,4
a good app. been using a long time ago and it's upgraded now. kudos,2,com.UCMobile.intl,UC Browser,4
good app edit picture,2,com.adobe.lrmobile,Adobe Lightroom,4
"i cannot open it anymore with some reasons unknown. please fix it, i cannot tell how much i like this app",1,cc.forestapp,Forest,3
"limited options are kind of a drag. no compact view, no way to disable auto-image download which on mobile is kind of unforgivable unless slack wants to pay my data bill. no way to disable emojis. no support for animated gifs as <url> it connects you to your team but that's about all i can say.",1,com.Slack,Slack,3
adobe used to be great!,0,com.adobe.lrmobile,Adobe Lightroom,1
lacks my country's currency.,1,com.booking,Booking.com,3
"bitmoji is a very convenient and cool way to express yourself, it has a lot of options and is really fun.",2,com.bitstrips.imoji,Bitmoji,4
is not available for windows <url> only reason why i gave it <number> stars,1,com.bitstrips.imoji,Bitmoji,3
great app but still needs a work,2,com.adobe.lrmobile,Adobe Lightroom,4
useless needs a flash <url>,0,com.adobe.reader,Adobe Acrobat Reader,1
it can no longer find my proper location from the last update it wants to give me the closest location <number> miles away <number> miles can make a big difference in your weather,0,com.aws.android,AccuWeather,1
y this app always say to download another aap like opera etc,1,com.UCMobile.intl,UC Browser,3
it's really great,2,com.UCMobile.intl,UC Browser,4
cant even sign in or sign up,0,com.adobe.lrmobile,Adobe Lightroom,1
i like good information for value hotel to stay,1,com.booking,Booking.com,3
i used this once when i was a staff member of the site. pretty nice. outside of the fact i had to see gross apple emojiis and if i turned if notifications it would also turn off pings. other than that it was ok,2,com.Slack,Slack,4
is not always very accurate especially days ahead predictions,2,com.aws.android,AccuWeather,4
bring back new logo,2,com.Slack,Slack,4
iterate this app more then ads,0,com.UCMobile.intl,UC Browser,1
"bloated, glorified chat. i use it because my company obliges me to do so.",0,com.Slack,Slack,1
extremely huge <url> occupies more than <number> + mb of <url>,0,com.UCMobile.intl,UC Browser,1
app don't find photos on device,0,com.adobe.lrmobile,Adobe Lightroom,1
this is a really awesome app for all the photographers like myself using a mobile phone.,2,com.adobe.lrmobile,Adobe Lightroom,4
it's better than the other photo editors,1,com.adobe.lrmobile,Adobe Lightroom,3
"displays pdfs really well without locking up, but you can't use bookmarks, which makes navigating kind of a pain.",1,com.adobe.reader,Adobe Acrobat Reader,3
can i edit raw images in this??,2,com.adobe.lrmobile,Adobe Lightroom,4
the messages from sponsors are annoying,2,com.bbm,BBM,4
it's okay <url>,1,com.bbm,BBM,3
"no files explorer, take forever to search pdf if you have a lot. not great rendering images.",1,com.adobe.reader,Adobe Acrobat Reader,3
not nearly as good as thinkfree office pdf reader. and this is the official adobe app?,0,com.adobe.reader,Adobe Acrobat Reader,1
it keeps telling me to upgrade which i do but why does it keep happening?,1,com.bitstrips.imoji,Bitmoji,3
i used to be able to tap on any location on the radar map and it would give me the local forecast. now it just prompts me to save the location. i would love for this feature to be brought back.,1,com.aws.android,AccuWeather,3
an explanation at the time on why the gmail permission was necessary and not a threat would have avoided the confusion and outrage.,1,com.adobe.reader,Adobe Acrobat Reader,3
"it's available when i need it and it's more accurate than other weather apps i've tried. update(jan <number> ) <url> recent california winter has been crazy, and frankly this app has let me down with inaccurate forecasts for most of it. comparatively, the google now app is more accurate. maybe the sensors in my area are just bad. when it's fixed, i revisit my review.",1,com.aws.android,AccuWeather,3
i can't post on any website.,1,com.bitstrips.imoji,Bitmoji,3
it is a good app. but it isn't right alot of the time and it stays on the day past most of the time. all in all it is the one i use most of the time,1,com.aws.android,AccuWeather,3
very helpful & useful for media <url>,2,com.bbm,BBM,4
missing a tablet version,1,com.Slack,Slack,3
nice app but you put extra features in this app but app is good,1,com.UCMobile.intl,UC Browser,3
there's a bug before this latest version,0,com.UCMobile.intl,UC Browser,1
i liked it better when it just ran in the background like it did before it updated. beyond that i think it's very user friendly.,1,com.aws.android,AccuWeather,3
"reflow text is nice, but klunky. i wish it could do continuous scroll while reflowing. also, needs to support bookmarks and internal links.",1,com.adobe.reader,Adobe Acrobat Reader,3
this app becomes useless when you realise you can cheat it by just pressing the home button.,0,cc.forestapp,Forest,1
"good design. hope the plant real trees is a true story! also, why the highest ranking people are mostly asian? should expand your customers",2,cc.forestapp,Forest,4
won't let me choose avatar,1,com.bitstrips.imoji,Bitmoji,3
update <number> - <number> - <number> : the latest update sucks!!!!! i can't send pics thru <url> please fix!!!!!! <number> - <number> : was working for the few days that i had it. now it just crashes as soon as i try to open <url> its happening on my hubby's phone too. fix it please,0,com.bitstrips.imoji,Bitmoji,1
no problem at all times and i don't know may be that's for sure if i can do it again and again and again and again in the world is making others to believe that they like us to be a good day at work,1,com.UCMobile.intl,UC Browser,3
"easy to use, fun and a good time pass.",2,com.bitstrips.imoji,Bitmoji,4
wrost app don't download don't waste your mb,0,cc.forestapp,Forest,1
weather animation doesn't work,0,com.aws.android,AccuWeather,1
can't setting font size,1,com.bbm,BBM,3
"it seems everytime we're about to get severe weather, the app stops working. radar doesn't work, storm tracking doesn't <url> most critical time for something to work is during or before a storm, such as we're supposed to get today. this app works great on bright, sunny <url> 't depend on it if a storm is brewing though. it will quit working on you.",1,com.aws.android,AccuWeather,3
i'm not able to download any song plz help,1,com.UCMobile.intl,UC Browser,3
works fine gets the job done,2,com.aws.android,AccuWeather,4
why browser can't download video from <url>,0,com.UCMobile.intl,UC Browser,1
this app is useless. if i hit the home button the app plays in the background of my phone without the tree dying. that literally defeats the entire purpose of the app,0,cc.forestapp,Forest,1
"if you're looking for a user friendly app to keep you current with fairly accurate weather forecasts, then weather bug will be a good fit for you. my only criticism and the reason why i didn't give five stars, is because this app seems to struggle a bit with keeping the current temperature up to date. the current temp reading that displays at the top of my notification screen is rarely up to date with the actual temp, and i have to regularly refresh the app to get a true reading. other than that, i enjoy what the app has to offer.",2,com.aws.android,AccuWeather,4
missing features comparing to desktop app,2,com.Slack,Slack,4
doesn't tell how to share & use via android. app's 'help' worthless.,0,com.bitstrips.imoji,Bitmoji,1
i needed this app to see my son's school textbook. i downloaded it and still couldn't see the textbook. this app stinks and is useless. shame on you!!!,0,com.adobe.lrmobile,Adobe Lightroom,1
it's fast and i can always use it to download,2,com.UCMobile.intl,UC Browser,4
can't open some files.,1,com.adobe.reader,Adobe Acrobat Reader,3
good app good prices,2,com.booking,Booking.com,4
extremely poor experience and no option to use alternative clients. used to support open protocol gateways and now does not.,0,com.Slack,Slack,1
easy access and user friendly,2,com.booking,Booking.com,4
"i would have given this a <number> star, but the reason i didn't is because to use it i always have to reopen a new text to use even though i'm texting the same person i still have to open a new text window so this is why it only gets a <number> star.",1,com.bitstrips.imoji,Bitmoji,3
much better than when first released. non destructive mobile editing supplements studio workflow. and use of sd card makes it viable for bigger files. would love ability to import from network storage.,2,com.adobe.lrmobile,Adobe Lightroom,4
it is fantastic but need some help on details of booking,2,com.booking,Booking.com,4
like it lots of emogies and expression. but still missing alot more. but they add every day. would recommend it.,2,com.bitstrips.imoji,Bitmoji,4
"won't leave my facebook, like a <url>",0,com.bitstrips.imoji,Bitmoji,1
"it <url> of the time. as small as it is feature wise, it has an absurdly large apk file",1,com.adobe.reader,Adobe Acrobat Reader,3
should have app to sd card.,1,com.adobe.reader,Adobe Acrobat Reader,3
"it only works with <number> app, otherwise it's good.",1,com.bitstrips.imoji,Bitmoji,3
"good accuracy, clean look and good features.",2,com.aws.android,AccuWeather,4
i like the app very much. i wish that the precipitation amounts were more timely though.,2,com.aws.android,AccuWeather,4
app refused to set up on my phone,0,com.bbm,BBM,1
"great program, not great app",1,com.Slack,Slack,3
doesnt have night-mode/white on black for nighttime <url> reflow is <url> combine text reflow with conti scroll,0,com.adobe.reader,Adobe Acrobat Reader,1
"it's good, but it's missing a few features. i have laugh lines and they don't have a feature for it. i have semi curly hair and bangs but i have to choose one or the other. it's a cute app.",2,com.bitstrips.imoji,Bitmoji,4
i like this app but!,0,com.adobe.lrmobile,Adobe Lightroom,1
very usefull auto edits picks,2,com.adobe.lrmobile,Adobe Lightroom,4
"forced to use this app in android, instead of the web interface. don't want one more app bloating my system and asking for permission it shouldn't have. terrible approach.",0,com.Slack,Slack,1
"this a great application, it's very helpful, have done my december bookings and received confirmation promptly.",2,com.booking,Booking.com,4
"not upgrading to june <number> , <number> version due to all the complaints.",1,com.Slack,Slack,3
radar- normally five star app,0,com.aws.android,AccuWeather,1
could use adding cancellation deadline alerts.,2,com.booking,Booking.com,4
"text reflow is good. however, i'm super disappointed about the fact that the app don't remember the last page i view.",1,com.adobe.reader,Adobe Acrobat Reader,3
hangs on slow connections,1,com.Slack,Slack,3
"it would have <number> stars if it would stop sending monks that i didn't select, otherwise ok.",1,com.bitstrips.imoji,Bitmoji,3
slow loading & wrong timestamp,2,com.Slack,Slack,4
forget the obsolete newsmen on tv. this app is fairly accurate and has enough options to satisfy my needs.,2,com.aws.android,AccuWeather,4
good app but overzealous pop-ups ruin alerts for me,1,com.aws.android,AccuWeather,3
free for creative <url> hell no,0,com.adobe.lrmobile,Adobe Lightroom,1
horrible upgrade bring back shortcut!!!!!!!!,0,com.bitstrips.imoji,Bitmoji,1
i think tim needs to get an ipad if he's complaining about a doc with <number> 's of pages on his phone? clean the cobwebs out of your wallet!,1,com.adobe.reader,Adobe Acrobat Reader,3
great app with a serious lack of a recording function to send voice messages.,2,com.Slack,Slack,4
realy hope we can share video into group bbm,2,com.bbm,BBM,4
i wish downloads would save in amazon cloud automatically. i didn't realize that they don't until i changed phones and the pdfs didn't transfer.,2,com.adobe.reader,Adobe Acrobat Reader,4
"how do i use on facebook,?",0,com.bitstrips.imoji,Bitmoji,1
because my think is always rytttt,2,com.UCMobile.intl,UC Browser,4
very good at calls making though at times it takes time to key into networks. a worthy app,2,com.bbm,BBM,4
only opened <number> st <number> th pages of <url>,0,com.adobe.reader,Adobe Acrobat Reader,1
"its cool now, <url>",1,com.bbm,BBM,3
app is good brower is so fast but news section in uc brower is the worst thing in the world,1,com.UCMobile.intl,UC Browser,3
"worthless, radar does not work. deleted.",0,com.aws.android,AccuWeather,1
display picture was broken,1,com.bbm,BBM,3
this application doesn't work in my handphone,0,com.bbm,BBM,1
keeps signing me out,0,com.adobe.lrmobile,Adobe Lightroom,1
tree dies on its own,0,cc.forestapp,Forest,1
discover the picture editor in yourself by using lightroom.,1,com.adobe.lrmobile,Adobe Lightroom,3
if free conversion than <number> star.,2,com.adobe.reader,Adobe Acrobat Reader,4
this app sucks. everyone should get it.,0,com.Slack,Slack,1
longtime user is sad,1,com.aws.android,AccuWeather,3
this app not respond to movie website,0,com.UCMobile.intl,UC Browser,1
can't install to sd on evo. this sucks.,0,com.adobe.reader,Adobe Acrobat Reader,1
the radar map only shows past not current,1,com.aws.android,AccuWeather,3
"i wish there were more options than the general hi, happy birthday, etc.",2,com.bitstrips.imoji,Bitmoji,4
terrible lot of crashes,0,com.bbm,BBM,1
giphy doesn't seem to work on my nexus <number> . good app otherwise.,2,com.Slack,Slack,4
"i've used it several times on the phone and it was ok but chrome extension is practically useless without creating an account or connecting to the app on the phone. yes it turned out you must be logged in. after all day of collecting accomplished tasks, i'm left with no record because you don't receive any notifications that your data is not recorded. no sound alarm letting you know that you completed your task. it just feels like developers forgot to finish this app to give it a proper user experience. don't recommend.",0,cc.forestapp,Forest,1
cannot login after <url> fix it asap!!!,1,com.bbm,BBM,3
"does not remember page, even when backgrounded - dont even try reading a book with this app. next page button is useless (slide) and covers text.",0,com.adobe.reader,Adobe Acrobat Reader,1
i think nice but mobile hang krta h,1,com.UCMobile.intl,UC Browser,3
it hangs while <url>,0,com.UCMobile.intl,UC Browser,1
no support for paid ad-free version,1,com.aws.android,AccuWeather,3
it is ok for games at lest.,1,com.adobe.reader,Adobe Acrobat Reader,3
whenever my phone shuts off by itself the tree dies :/,1,cc.forestapp,Forest,3
how do you go back online?,2,com.Slack,Slack,4
i don't actually dislike it that much just have a bug to report and this will be the <signature>,0,cc.forestapp,Forest,1
"when i open the ""real forest"" button it shuts <url> u fix it? i really like the app",2,cc.forestapp,Forest,4
heating and battery problem,1,com.adobe.reader,Adobe Acrobat Reader,3
excellent app. made organising trip much simpler.,2,com.booking,Booking.com,4
brill so easy to use,2,com.booking,Booking.com,4
i have always loved bbm. there are a couple of issues that really need to be fixed. first the random invites i am getting from people who are not on my contact list and should be spam. they come at random times and it is so annoying. even after you block them they come back. second the adds that show up in the chats. also annoying. i can't get my settings changed so i am only seeing my contacts so that is problematic. if those two things can be fixed it would be way better.,2,com.bbm,BBM,4
pdf rendering is acurate and fast. can't keep the zoom level between page changes and there is no way to place bookmarks or remember tha last page,1,com.adobe.reader,Adobe Acrobat Reader,3
"shut the ads, please. it's so annoying",2,com.bbm,BBM,4
why people still using this app,0,com.bbm,BBM,1
problem with saving large photos plz fix ir,1,com.adobe.lrmobile,Adobe Lightroom,3
user interface is good but can be made little more easy for people who don't know much about photography and stuff. they are still a lot of areas where ui can be improved greatly. but genuinely this is great app for photo enhancement.,2,com.adobe.lrmobile,Adobe Lightroom,4
why does this device is not optimised for my device,0,com.UCMobile.intl,UC Browser,1
i have an android and can't consistently text in a strand of group messages.,1,com.bitstrips.imoji,Bitmoji,3
"really, its just adobe. keeping it real. one star",0,com.adobe.reader,Adobe Acrobat Reader,1
causes allot of problems will change dates etc when making a booking. prob better off staying with web page.,0,com.booking,Booking.com,1
stop the ads please.,1,com.bbm,BBM,3
"when considering the filters, a private bathroom option would be useful. and some other facilities as well (balcony, view, tv, air-conditioning etc.)",1,com.booking,Booking.com,3
was really wanting to like this app,1,com.Slack,Slack,3
redirecting is a big problem with out this good app good speed,1,com.UCMobile.intl,UC Browser,3
you need to add custom alerts for contacts.,2,com.bbm,BBM,4
its good app on download something first i like it you also try this app,1,com.UCMobile.intl,UC Browser,3
not the old version which i liked better but it is ok,2,com.aws.android,AccuWeather,4
good up to date service,1,com.aws.android,AccuWeather,3
it was working great on my pc. i was able to right click and copy images into google's im. then suddenly it no longer works.,0,com.bitstrips.imoji,Bitmoji,1
give free stickers pls,0,com.bbm,BBM,1
why force me to use the cloud.,0,com.adobe.lrmobile,Adobe Lightroom,1
"logging in forces portrait mode, which is pretty annoying if you're on a tablet with a physical keyboard",0,com.Slack,Slack,2
should fit in the screen,1,com.adobe.reader,Adobe Acrobat Reader,3
make me appear online in the background,1,com.Slack,Slack,3
impossible to change your emojis base face,0,com.bitstrips.imoji,Bitmoji,1
its a great tool to rely on,2,com.booking,Booking.com,4
"it's not working for me, i'm using samsung tab <number> mini, it's asking for confirmation of date of birth",0,com.bbm,BBM,1
best app far short time,2,com.UCMobile.intl,UC Browser,4
the app doesn't provide multiple tabs at a time. it would be great if its possible.,2,com.adobe.reader,Adobe Acrobat Reader,4
amazing app !! just need little changes and you are <url>,2,com.Slack,Slack,4
won't stop going to the spot for cloths it sucks,0,com.bitstrips.imoji,Bitmoji,1
not intend to compare but my message deliver faster than <url> uuup and i like the ping notification similar with bell for customer service,2,com.bbm,BBM,4
"first started with two unwanted ads, but keep giving it stars so owner can make more money!",0,com.UCMobile.intl,UC Browser,1
can anyone live with this app?,1,com.adobe.reader,Adobe Acrobat Reader,3
best chat application ever,1,com.bbm,BBM,3
its a usefull app for informal office communication.,2,com.Slack,Slack,4
great ap. there's a little room for improvement though.,2,com.bbm,BBM,4
excellent built. but want more from it - a readaloud feature,2,com.adobe.reader,Adobe Acrobat Reader,4
would be a great idea and even more motivating if the company planted a real tree for every virtual tree grown. also would like to see a plane of all trees ever grown and the ability to move trees. and i agree with the comments to give bonus points for going over manually selected time (so you don't have to break every study session by checking your phone). also would be nice to have an option to confess other distractions in the middle.,1,cc.forestapp,Forest,3
warning - reveals your cvs code,0,com.booking,Booking.com,1
update to access external memory,0,com.booking,Booking.com,1
"it would be nice if there was an option to record voice messages.    nuisance: when i press 'backwards' in my android, i am thrown out of the app, instead of going backwards to the messages list.    nuisance: i don't see a list of last messaged people in chronological order but randomly. this drives me <url>",1,com.Slack,Slack,3
it was okay at the start and got me focussed but my phone's screen timed out and locked and then my tree withered. please fix this,0,cc.forestapp,Forest,1
"cute, simple and motivating!",2,cc.forestapp,Forest,4
simply its good. but people affraid for data security <url> and ensure for people trust on this browser,2,com.UCMobile.intl,UC Browser,4
"please add copy & paste,and delete option aswell,great app after all",1,com.adobe.reader,Adobe Acrobat Reader,3
amazing experience so far with this. iam being familiar with it.,2,com.adobe.reader,Adobe Acrobat Reader,4
all i have to say <url>,2,com.adobe.lrmobile,Adobe Lightroom,4
jumping ads ruin everything,0,com.bbm,BBM,1
best app ever ( my opinion),0,com.bitstrips.imoji,Bitmoji,1
this new update makes app close occasionally when im not using it & still connected. even after i lock my bbm to alwys on in apps selection. plss fix it <url> soon,0,com.bbm,BBM,1
great app. free cancellation should be indicated per hotel before booking.,2,com.booking,Booking.com,4
best app for browsing,2,com.UCMobile.intl,UC Browser,4
only reason i'm rating is to say that if it would let me choose a photo of myself from my gallery instead of facebook that would have been <url> some people don't have facebook,0,com.bitstrips.imoji,Bitmoji,1
unable to login. i have the latest version on my oneplus one running cyanogenmod <number> .,0,com.booking,Booking.com,1
there to do the job when needed,2,com.adobe.lrmobile,Adobe Lightroom,4
much better than others,2,com.adobe.lrmobile,Adobe Lightroom,4
it was not dowload sppedly very slow,0,com.UCMobile.intl,UC Browser,1
"i think they should add some more hairstyles, like emo cuts, and short emo. because i have a emo haircut and it doesn't match with any hairstyles in it",2,com.bitstrips.imoji,Bitmoji,4
freezes on some files,1,com.adobe.reader,Adobe Acrobat Reader,3
it not let me know who bbm me,0,com.bbm,BBM,1
the search by map feature has gone and i want to search by price,0,com.booking,Booking.com,1
good app but it kept crashing so i <url> as a result a lot of my photos were missing im not sure why & i don't know what could be done very upset,0,com.adobe.lrmobile,Adobe Lightroom,1
very good app for pdf files. good experience.,2,com.adobe.reader,Adobe Acrobat Reader,4
it's <url> feel good.,1,com.UCMobile.intl,UC Browser,3
"great editing tools, terrible ui. the app includes most of the options from the desktop version, but the interface seems to have been just copied and pasted from the ios version. it doesn't let you easily open photos from cloud apps like google photos, you have to download them first. it's also hard to figure out how to save and share photos. they haven't even replaced the apple ""share"" icon with the android one.",1,com.adobe.lrmobile,Adobe Lightroom,3
radar movement does not work. i am back to the weather channel.,0,com.aws.android,AccuWeather,1
too much ads not good for kids,1,com.bbm,BBM,3
crap. cant link to facebook after editing.,0,com.bitstrips.imoji,Bitmoji,1
the radar simulation still doesn't work.,0,com.aws.android,AccuWeather,1
"err, why do i have to sign in all the time. its a camera app, how am i supposed to sign in if i'm taking pictures in the forest or some remote place without signal. really doesn't make sense to me. and always asking for username and password, we already got so many usernames passwords to remember.",1,com.adobe.lrmobile,Adobe Lightroom,3
not all places look as advertised. should include all fees and taxes in the final amount. but otherwise a very simple and convenient app to use.,1,com.booking,Booking.com,3
irritating and useless ads,0,com.UCMobile.intl,UC Browser,1
love when i added it to my gboardbut it stopped working after like <number> text messages other than that if that little bug was fixed it would be super rockin,2,com.bitstrips.imoji,Bitmoji,4
we cannot open /download this uc browser mini <url> !,0,com.UCMobile.intl,UC Browser,1
can't create or add old bbm account very bad,0,com.bbm,BBM,1
accidentally quit app by back press,2,com.Slack,Slack,4
"the app needs to be smaller. i just need the weather, radar and forecast.",1,com.aws.android,AccuWeather,3
my bitmoji does not appear in chat apps. i've reset it several times to no avail,1,com.bitstrips.imoji,Bitmoji,3
"fairly accurate, wish the radar would update a little quicker",2,com.aws.android,AccuWeather,4
force closes <number> / <number> !,0,com.bitstrips.imoji,Bitmoji,1
being a motorcycling enthusiast i like to know where the rain is and what direction it's heading.,2,com.aws.android,AccuWeather,4
i uninstalled because the little icon was <url> always in the way of texts and would accidently hit it when i didnt want <url>,0,com.bitstrips.imoji,Bitmoji,1
fcs on a <number> page pdf. really?! even on my stock evo that's awesome? this reminds me of flash player on my laptop- always causing problems. adobe = crap,0,com.adobe.reader,Adobe Acrobat Reader,1
i don't get visual notifications on my android,1,com.bbm,BBM,3
it is good and better app,2,com.UCMobile.intl,UC Browser,4
please turn vibration off.,1,com.Slack,Slack,3
this app kept on crashing after i updated,0,cc.forestapp,Forest,1
not particularly fast. the zoom function is sloppy and the text reflow results in a frozen screen.,1,com.adobe.reader,Adobe Acrobat Reader,3
